Date;7 DAYS MA;14 DAYS MA;21 DAYS MA;7 DAYS STD DEV;RSI 7;RSI 14;RSI 21;MFI 7;MFI 14;MFI 21;dayofweek;quarter;month;year;dayofyear;dayofmonth;weekofyear;Predicted Close;Actual Close;Diff;Within RMSE Range
9/10/2020;2881.428571;2927.142857;2947.619048;47.05619741;21.76351471;29.81160111;34.15188332;19.23686816;16.91852976;26.79320163;3;3;9;2020;254;10;37;2725.1714;2700;25.1714;yes
9/11/2020;2852.857143;2905.714286;2934.285714;81.7953311;42.08745051;40.96164433;41.57974951;25.86898156;26.00130532;32.44833627;4;3;9;2020;255;11;37;2848.3232;2810;38.3232;yes
9/14/2020;2832.857143;2892.142857;2926.666667;70.40698017;52.54686717;47.49443224;46.21298877;38.78203066;32.33446921;37.73582228;0;3;9;2020;258;14;38;2874.0078;2890;-15.9922;yes
9/15/2020;2831.428571;2885.714286;2924.761905;68.90296835;45.37603759;43.59792018;43.49639242;40.33850601;25.93424365;37.85221445;1;3;9;2020;259;15;38;2834.466;2830;4.466;yes
9/16/2020;2827.142857;2872.142857;2919.047619;67.753053;41.02197499;41.17277951;41.77729909;33.56452389;26.50934337;32.92650267;2;3;9;2020;260;16;38;2814.5815;2790;24.5815;yes
9/17/2020;2811.428571;2857.857143;2908.571429;60.39552175;45.59025624;43.70213034;43.53472972;42.94464816;32.91299118;32.86194477;3;3;9;2020;261;17;38;2833.3516;2820;13.3516;yes
9/18/2020;2805.714286;2847.857143;2898.571429;56.82051943;55.06506226;49.19156966;47.42292733;56.52550128;43.08855878;33.2397206;4;3;9;2020;262;18;38;2865.7878;2890;-24.2122;yes
9/21/2020;2818.571429;2850;2890.952381;64.9175301;44.68899125;43.92070396;43.80336824;67.99884999;42.88961622;33.36659674;0;3;9;2020;265;21;39;2829.3274;2810;19.3274;yes
9/22/2020;2834.285714;2843.571429;2881.904762;39.94043184;41.28544376;42.09899518;42.52535365;52.78730701;37.36173266;33.45266776;1;3;9;2020;266;22;39;2819.2734;2780;39.2734;yes
9/23/2020;2830;2831.428571;2871.428571;44.34711565;44.56896466;43.77334175;43.6756832;49.7534371;43.29325772;36.92398169;2;3;9;2020;267;23;39;2833.4902;2800;33.4902;yes
9/24/2020;2817.142857;2824.285714;2862.857143;36.38419332;36.2834823;39.47113214;40.68328537;52.38037486;45.25463871;32.70299644;3;3;9;2020;268;24;39;2790.1077;2730;60.1077;no
9/25/2020;2802.857143;2815;2849.047619;48.20590756;32.2825449;37.21998104;39.0768956;45.17457789;38.71331175;31.91519932;4;3;9;2020;269;25;39;2738.7502;2690;48.7502;yes
9/28/2020;2788.571429;2800;2834.761905;64.66028442;29.44184194;35.58094506;37.89845689;33.05915967;38.63864796;32.95601069;0;3;9;2020;272;28;40;2707.3835;2660;47.3835;yes
9/29/2020;2765.714286;2785.714286;2820.47619;78.497801;26.70072305;33.96995806;36.73524408;11.50234206;37.80978884;33.79236165;1;3;9;2020;273;29;40;2673.6821;2630;43.6821;yes
9/30/2020;2728.571429;2773.571429;2809.52381;71.04659772;21.30184328;30.49991651;34.16604123;9.952883404;39.1355112;32.21106874;2;3;9;2020;274;30;40;2598.2341;2560;38.2341;yes
10/1/2020;2692.857143;2763.571429;2793.333333;84.79667559;52.0220732;46.48048083;45.10746023;30.25737296;39.89569756;34.77939046;3;4;10;2020;275;1;40;2744.029;2750;-5.971;yes
10/2/2020;2688.571429;2759.285714;2783.809524;80.29706749;44.54767586;42.59459202;42.38259539;20.69463578;32.34726876;34.69450484;4;4;10;2020;276;2;40;2691.2344;2680;11.2344;yes
10/5/2020;2671.428571;2744.285714;2773.333333;63.62090103;41.56192104;41.01210654;41.26096823;19.82515426;32.14923465;35.050692;0;4;10;2020;279;5;41;2675.3328;2650;25.3328;yes
10/6/2020;2660;2731.428571;2763.333333;58.30951895;41.56192104;41.01210654;41.26096823;20.4437172;30.86579964;31.79931858;1;4;10;2020;280;6;41;2673.7456;2650;23.7456;yes
10/7/2020;2654.285714;2721.428571;2751.428571;56.82051943;43.28651843;41.84733068;41.82674057;20.08932292;25.44940614;31.55078824;2;4;10;2020;281;7;41;2682.5386;2660;22.5386;yes
10/8/2020;2654.285714;2710;2741.904762;56.82051943;50.15165692;45.19037152;44.08859487;33.79182217;24.72040154;36.2941255;3;4;10;2020;282;8;41;2712.7654;2700;12.7654;yes
10/9/2020;2664.285714;2696.428571;2737.142857;57.98193479;54.92583621;47.62237278;45.74968818;48.59867278;30.46694319;42.54257257;4;4;10;2020;283;9;41;2723.2483;2730;-6.7517;yes
10/12/2020;2688.571429;2690.714286;2738.571429;39.7611919;54.92583621;47.62237278;45.74968818;39.82557526;34.59522331;39.87313;0;4;10;2020;286;12;42;2738.8281;2730;8.8281;yes
10/13/2020;2685.714286;2687.142857;2734.761905;35.05098328;54.92583621;47.62237278;45.74968818;41.86998822;29.78191674;35.3039562;1;4;10;2020;287;13;42;2730.352;2730;0.352;yes
10/14/2020;2692.857143;2682.142857;2727.142857;38.60668583;67.93156865;54.3663342;50.30716074;60.12382122;37.45862627;41.26640795;2;4;10;2020;288;14;42;2813.1057;2810;3.1057;yes
10/15/2020;2715.714286;2687.857143;2726.190476;53.49677338;60.31731726;51.67913157;48.69637052;76.62075781;45.40086413;45.33566035;3;4;10;2020;289;15;42;2779.05;2780;-0.95;yes
10/16/2020;2734.285714;2694.285714;2725.714286;49.28053803;53.34189081;49.06728835;47.11244725;74.13536341;44.3065973;41.1581145;4;4;10;2020;290;16;42;2746.9558;2750;-3.0442;yes
10/19/2020;2747.142857;2700.714286;2722.380952;36.83941988;45.20909155;45.74741242;45.0605208;54.99367464;43.49554734;34.81783122;0;4;10;2020;293;19;43;2752.7686;2710;42.7686;yes
10/20/2020;2748.571429;2706.428571;2713.809524;34.84660262;38.38186238;42.64044829;43.08995272;40.87520386;44.74143842;34.07058202;1;4;10;2020;294;20;43;2717.388;2670;47.388;yes
10/21/2020;2740;2714.285714;2707.142857;45.82575695;40.98139023;43.67043307;43.73583949;31.11853908;35.00355033;33.34332396;2;4;10;2020;295;21;43;2677.219;2680;-2.781;yes
10/22/2020;2732.857143;2709.285714;2702.380952;51.22313465;46.27042139;45.76790484;45.04559209;47.99257848;45.54205639;36.90923562;3;4;10;2020;296;22;43;2696.0664;2700;-3.9336;yes
10/23/2020;2728.571429;2710.714286;2697.619048;52.734736;33.87458223;40.13496256;41.49567958;33.2675485;44.65298457;35.89587334;4;4;10;2020;297;23;43;2646.9653;2630;16.9653;yes
10/26/2020;2702.857143;2709.285714;2692.857143;50.23753103;39.29549186;42.31930824;42.8469006;22.20857452;45.76673485;36.8701282;0;4;10;2020;300;26;44;2664.3936;2650;14.3936;yes
10/27/2020;2684.285714;2709.285714;2690.952381;39.94043184;34.3653188;39.96376824;41.34299376;22.10098477;44.98952489;36.2394249;1;4;10;2020;301;27;44;2632.4707;2620;12.4707;yes
11/2/2020;2665.714286;2706.428571;2689.047619;34.08672413;26.58312206;35.68558463;38.50483868;19.09123992;33.94659006;33.89567345;0;4;11;2020;307;2;45;2590.0488;2560;30.0488;yes
11/3/2020;2644.285714;2696.428571;2685.714286;46.49628761;32.52533362;38.06564533;39.94772368;18.92227538;28.27380593;34.35534867;1;4;11;2020;308;3;45;2617.2031;2580;37.2031;yes
11/4/2020;2631.428571;2685.714286;2686.666667;50.47394425;32.52533362;38.06564533;39.94772368;29.55793906;30.24499353;32.75347457;2;4;11;2020;309;4;45;2617.6035;2580;37.6035;yes
11/5/2020;2617.142857;2675;2678.571429;48.55041562;67.03040749;56.00409583;51.79426749;35.17251051;40.99167776;41.19587549;3;4;11;2020;310;5;45;2761.6748;2770;-8.3252;yes
11/6/2020;2627.142857;2677.857143;2682.857143;70.64330252;72.25721707;59.94910376;54.75385203;49.35709144;42.36985696;46.6697016;4;4;11;2020;311;6;45;2790.824;2830;-39.176;yes
11/9/2020;2655.714286;2679.285714;2691.428571;104.3802572;75.96217893;62.93200051;57.06057954;58.79154928;43.95299978;51.67783671;0;4;11;2020;314;9;46;2821.649;2880;-58.351;no
11/10/2020;2688.571429;2686.428571;2702.380952;134.2173078;71.50580332;60.97573543;55.86439261;68.49314617;50.04731155;55.7789931;1;4;11;2020;315;10;46;2818.7324;2860;-41.2676;yes
11/11/2020;2722.857143;2694.285714;2711.904762;144.073394;83.74432332;71.47854004;64.46774372;90.63801573;61.20475325;59.80711475;2;4;11;2020;316;11;46;2874.2642;3080;-205.7358;no
11/12/2020;2797.142857;2720.714286;2730;176.5138602;76.75163428;67.90034089;62.15472423;100;66.58748342;60.56566672;3;4;11;2020;317;12;46;2942.4111;3040;-97.5889;no
11/13/2020;2862.857143;2747.142857;2744.761905;167.6021366;68.42002544;63.61354202;59.35944027;89.64827926;65.2985832;57.03785943;4;4;11;2020;318;13;46;2979.3984;2990;-10.6016;yes
11/16/2020;2921.428571;2769.285714;2757.142857;115.9638696;73.7409492;67.18346275;62.21432302;88.86654303;65.0656566;60.46882977;0;4;11;2020;321;16;47;3027.607;3070;-42.393;yes
11/17/2020;2964.285714;2795.714286;2773.333333;105.6499161;80.81282183;72.60972875;66.80514028;90.72394779;73.63826937;63.91983419;1;4;11;2020;322;17;47;3117.6475;3220;-102.3525;no
11/18/2020;3020;2837.857143;2792.857143;124.2309677;74.56530111;69.31811776;64.6072692;89.69762105;75.54919348;62.85221274;2;4;11;2020;323;18;47;3206.0813;3180;26.0813;yes
11/19/2020;3062.857143;2875.714286;2811.904762;119.5427798;72.9210537;68.48229026;64.05408664;78.89251029;74.04502813;61.82362394;3;4;11;2020;324;19;47;3172.4744;3170;2.4744;yes
11/20/2020;3107.142857;2915;2831.904762;84.00680245;76.00727309;70.40387456;65.60040779;75.41547167;83.42976569;66.1238658;4;4;11;2020;325;20;47;3241.949;3220;21.949;yes
11/23/2020;3127.142857;2962.142857;2856.190476;92.68482179;81.04739216;73.83921822;68.45051829;77.09782443;88.78381409;70.37877663;0;4;11;2020;328;23;48;3350.7349;3320;30.7349;yes
11/24/2020;3167.142857;3015;2887.142857;107.9682493;82.34542728;74.78480963;69.2529758;88.54257397;89.10782848;73.72504945;1;4;11;2020;329;24;48;3359.5894;3350;9.5894;yes
11/25/2020;3218.571429;3070;2919.047619;94.4154951;69.40542236;68.55791035;65.1905931;73.30252135;80.82164097;68.14048298;2;4;11;2020;330;25;48;3263.8901;3280;-16.1099;yes
11/26/2020;3248.571429;3106.428571;2946.666667;69.38505397;79.57119305;74.71256253;70.17651671;71.08643535;81.85789754;72.80699745;3;4;11;2020;331;26;48;3452.039;3470;-17.961;yes
11/27/2020;3284.285714;3152.142857;2986.666667;106.5922359;77.9801817;73.89273045;69.6253889;74.05834206;81.80475785;75.01865592;4;4;11;2020;332;27;48;3465.491;3460;5.491;yes
11/30/2020;3324.285714;3193.571429;3025.238095;113.2632837;50.75091642;58.10106627;58.52541068;58.42240246;67.37824094;67.68641237;0;4;11;2020;335;30;49;3332.4248;3230;102.4248;no
12/1/2020;3332.857143;3220;3054.285714;101.2775536;51.60804078;58.51617496;58.82508441;47.1726752;58.27397358;68.11638224;1;4;12;2020;336;1;49;3321.9185;3240;81.9185;no
12/2/2020;3335.714286;3231.428571;3086.666667;97.78499252;59.08489124;62.15067125;61.45684086;45.34549553;58.62907243;71.18760927;2;4;12;2020;337;2;49;3410.5732;3330;80.5732;no
12/3/2020;3337.142857;3252.142857;3122.380952;97.5900073;55.73595797;60.25559689;60.11208691;42.93946337;62.80328876;71.20535481;3;4;12;2020;338;3;49;3391.5955;3300;91.5955;no
12/4/2020;3330;3274.285714;3156.666667;98.31920803;50.20302419;57.12900957;57.89515249;44.8665769;57.83971771;67.11480001;4;4;12;2020;339;4;49;3330.7676;3250;80.7676;no
12/7/2020;3325.714286;3287.142857;3179.52381;101.4654527;57.98804332;60.64745381;60.35169854;38.11728235;53.45135213;66.90849695;0;4;12;2020;342;7;50;3420.9558;3330;90.9558;no
12/8/2020;3305.714286;3295;3203.333333;79.7615494;54.27576342;58.70184788;58.99638804;35.98593326;55.04602353;66.4623886;1;4;12;2020;343;8;50;3307.0554;3300;7.0554;yes
12/10/2020;3282.857143;3303.571429;3223.333333;42.31401884;49.36028861;56.11685672;57.19810126;47.30128778;54.25783981;62.32065518;3;4;12;2020;345;10;50;3232.1694;3260;-27.8306;yes
12/11/2020;3287.142857;3310;3242.380952;37.28908943;51.90131698;57.13329744;57.87225821;65.60696472;53.52662158;60.04843105;4;4;12;2020;346;11;50;3264.5989;3280;-15.4011;yes
12/14/2020;3292.857143;3314.285714;3251.904762;31.4718317;56.94261869;59.17022683;59.22107524;68.22296614;53.82523889;61.07705509;0;4;12;2020;349;14;51;3321.9133;3320;1.9133;yes
12/15/2020;3291.428571;3314.285714;3265.238095;29.68084199;69.18774237;64.99241334;63.23769112;74.43643026;56.58451763;66.30939275;1;4;12;2020;350;15;51;3364.2156;3450;-85.7844;no
12/16/2020;3312.857143;3321.428571;3287.142857;67.25927091;78.1218266;70.55721132;67.38874163;87.86147695;66.00918318;68.18948233;2;4;12;2020;351;16;51;3515.519;3610;-94.481;no
12/17/2020;3364.285714;3345;3312.857143;124.4798702;68.0505806;65.64105669;64.06560988;74.72151973;57.61957223;61.51000415;3;4;12;2020;352;17;51;3542.8833;3540;2.8833;yes
12/18/2020;3394.285714;3350;3328.095238;139.2667875;63.92975835;63.59592484;62.67480653;66.0170758;52.5577434;59.22323536;4;4;12;2020;353;18;51;3517.2124;3510;7.2124;yes
12/21/2020;3424.285714;3353.571429;3343.809524;138.1855206;64.75964328;63.99857591;62.95627095;77.75323103;66.33305898;63.28617666;0;4;12;2020;356;21;52;3590.2559;3520;70.2559;no
12/22/2020;3461.428571;3374.285714;3360.47619;120.4752494;45.30316785;53.7539936;55.87735782;65.25278027;65.37137167;58.29256648;1;4;12;2020;357;22;52;3420.0457;3360;60.0457;no
12/23/2020;3472.857143;3382.857143;3367.142857;102.9100393;41.65315477;51.53306492;54.27536829;53.83355091;58.96623213;53.82856911;2;4;12;2020;358;23;52;3378.235;3320;58.235;no
12/28/2020;3472.857143;3382.142857;3367.142857;102.9100393;53.63745325;56.81696304;57.77122994;48.27226191;59.67343978;53.59735726;0;4;12;2020;363;28;53;3445.2043;3430;15.2043;yes
12/29/2020;3470;3391.428571;3370.952381;103.9230485;52.49389539;56.21693979;57.35267324;39.09589644;64.65686799;57.70279179;1;4;12;2020;364;29;53;3441.423;3420;21.423;yes
12/30/2020;3442.857143;3403.571429;3377.619048;84.20496536;41.21666775;49.96604225;52.92396524;41.97561148;60.11532028;52.92307049;2;4;12;2020;365;30;53;3384.5593;3310;74.5593;no
1/4/2021;3410;3402.142857;3370;84.85281374;58.31349826;58.16375001;58.4382179;53.80996124;60.75486675;52.92694798;0;1;1;2021;4;4;1;3442.4795;3490;-47.5205;yes
1/5/2021;3407.142857;3415.714286;3371.428571;81.18174789;56.1948343;57.0453681;57.650382;49.84855578;66.4811099;61.42836193;1;1;1;2021;5;5;1;3426.9949;3470;-43.0051;yes
1/6/2021;3400;3430.714286;3382.857143;71.18052168;46.3677291;51.6932436;53.83971616;55.23304756;61.62989252;62.59714672;2;1;1;2021;6;6;1;3360.3005;3370;-9.6995;yes
1/7/2021;3401.428571;3437.142857;3389.047619;70.33931367;48.47036029;52.65008445;54.47169058;71.85475651;60.09918969;62.25705021;3;1;1;2021;7;7;1;3367.9946;3390;-22.0054;yes
1/8/2021;3411.428571;3442.142857;3391.904762;61.21780009;63.49682595;60.27629471;59.68729638;78.17774952;61.284254;65.2791823;4;1;1;2021;8;8;1;3531.2961;3570;-38.7039;yes
1/11/2021;3431.428571;3450.714286;3404.761905;86.10624666;65.45555129;61.39237662;60.47958386;79.54888355;58.99011649;69.35207669;0;1;1;2021;11;11;2;3614.5154;3600;14.5154;yes
1/12/2021;3457.142857;3450;3421.428571;106.5698966;55.10623424;56.28341441;56.95365901;77.16364475;60.17336124;65.62693813;1;1;1;2021;12;12;2;3495.8396;3510;-14.1604;yes
1/13/2021;3485.714286;3447.857143;3430;85.21681032;51.91413515;54.65081982;55.81476989;67.0099974;60.69563989;62.75504082;2;1;1;2021;13;13;2;3476.117;3480;-3.883;yes
1/14/2021;3484.285714;3445.714286;3438.571429;85.21681032;53.987186;55.57596386;56.42472516;67.67130068;59.60021765;66.87147491;3;1;1;2021;14;14;2;3484.3342;3500;-15.6658;yes
1/15/2021;3488.571429;3444.285714;3450;85.13294925;51.40184393;54.38122339;55.61854924;69.36085109;63.2346311;64.10977232;4;1;1;2021;15;15;2;3450.0251;3480;-29.9749;yes
1/18/2021;3504.285714;3452.857143;3459.52381;68.03360514;47.42724537;52.55612676;54.3945082;60.73588035;65.34285727;60.30898461;0;1;1;2021;18;18;3;3444.2996;3450;-5.7004;yes
1/19/2021;3512.857143;3462.142857;3465.714286;53.45224838;42.33510109;50.13986771;52.76865844;37.92062279;59.68684384;54.97896631;1;1;1;2021;19;19;3;3397.8455;3410;-12.1545;yes
1/20/2021;3490;3460.714286;3463.809524;58.87840578;51.45615496;53.5868358;54.89218504;28.33299721;58.64476079;51.22589611;2;1;1;2021;20;20;3;3437.11;3470;-32.89;yes
1/21/2021;3471.428571;3464.285714;3457.142857;33.38091842;52.90461777;54.15569225;55.24432361;40.11316377;63.27419026;55.42471955;3;1;1;2021;21;21;3;3468.2598;3480;-11.7402;yes
1/22/2021;3467.142857;3476.428571;3454.285714;29.27700219;40.28368025;48.40548759;51.44882304;40.19804702;56.97197138;55.81923871;4;1;1;2021;22;22;3;3405.0881;3390;15.0881;yes
1/25/2021;3454.285714;3469.285714;3448.571429;40.35556255;37.93729828;47.20596551;50.6370648;22.21847748;51.72525972;51.06933765;0;1;1;2021;25;25;4;3386.1592;3370;16.1592;yes
1/26/2021;3435.714286;3462.142857;3441.428571;45.40820148;27.61590494;41.1639958;46.40843044;22.94174089;53.15367459;53.84523399;1;1;1;2021;26;26;4;3320.184;3260;60.184;no
1/27/2021;3404.285714;3454.285714;3436.666667;75.68732674;46.23335566;48.85461573;51.08720334;40.07369317;53.44684898;59.22839692;2;1;1;2021;27;27;4;3358.7087;3380;-21.2913;yes
1/28/2021;3394.285714;3453.571429;3439.52381;73.22502825;34.24483244;41.96306641;46.15141427;40.43759423;38.9542486;55.01965561;3;1;1;2021;28;28;4;3274.83;3240;34.83;yes
1/29/2021;3370;3430;3430.47619;92.73618496;26.73469868;36.77543528;42.17824069;25.38881491;26.97152191;50.00270958;4;1;1;2021;29;29;4;3233.839;3110;123.839;no
2/1/2021;3318.571429;3395;3415.714286;122.9401713;40.732346;43.69489551;46.63137441;28.49585816;34.30080622;53.78261247;0;1;2;2021;32;1;5;3217.5356;3230;-12.4644;yes
2/2/2021;3282.857143;3375;3411.904762;102.9100393;44.83131711;45.82333858;48.03217721;42.01924233;41.08455237;53.05376538;1;1;2;2021;33;2;5;3173.2588;3270;-96.7412;no
2/3/2021;3265.714286;3360;3401.428571;91.44345117;42.27314515;44.46569642;47.05945586;43.60306614;32.86686825;49.62862484;2;1;2;2021;34;3;5;3178.7317;3240;-61.2683;no
2/4/2021;3247.142857;3341.428571;3390.47619;79.102104;48.03849298;47.26978398;48.87145367;54.08499864;38.43068286;53.39280132;3;1;2;2021;35;4;5;3206.3674;3290;-83.6326;no
2/5/2021;3251.428571;3327.857143;3386.666667;80.7111251;48.03849298;47.26978398;48.87145367;44.01099936;41.82123483;51.37395968;4;1;2;2021;36;5;5;3210.5898;3290;-79.4102;no
2/8/2021;3238.571429;3316.428571;3381.904762;61.75990378;46.7670093;46.72257107;48.5053806;60.88086036;49.24300799;44.15211718;0;1;2;2021;39;8;6;3206.4531;3280;-73.5469;no
2/9/2021;3244.285714;3307.142857;3368.095238;63.73307432;37.50256859;42.48530151;45.6340648;63.68538932;40.84081286;35.71900209;1;1;2;2021;40;9;6;3164.5063;3200;-35.4937;yes
2/10/2021;3257.142857;3287.857143;3349.047619;34.50327797;36.44956757;41.97288527;45.28224658;44.67827731;34.81467123;36.81961555;2;1;2;2021;41;10;6;3154.1672;3190;-35.8328;yes
2/11/2021;3251.428571;3267.142857;3333.809524;42.20133151;36.44956757;41.97288527;45.28224658;41.37498234;41.76793295;41.15350186;3;1;2;2021;42;11;6;3152.7979;3190;-37.2021;yes
2/15/2021;3240;3252.857143;3320;46.9041576;42.98631524;44.30985531;46.64281972;55.37888514;48.30716613;38.46824394;0;1;2;2021;46;15;7;3196.1191;3220;-23.8809;yes
2/16/2021;3237.142857;3242.142857;3306.666667;47.50939757;41.33296338;43.6783861;46.24039632;42.38787457;49.31629006;39.43983714;1;1;2;2021;47;16;7;3192.1948;3210;-17.8052;yes
2/17/2021;3225.714286;3238.571429;3293.809524;41.97504928;32.56523119;39.99541751;43.85657505;35.63797929;39.82813537;39.92277318;2;1;2;2021;48;17;7;3060.08;3150;-89.92;no
2/18/2021;3205.714286;3222.142857;3279.52381;39.5209408;39.99073361;42.60149142;45.33606605;39.76759208;49.65518225;46.13114112;3;1;2;2021;49;18;7;3112.1462;3180;-67.8538;no
2/19/2021;3191.428571;3217.857143;3268.571429;22.67786838;46.82227236;45.16618483;46.80787047;45.1058784;54.18200973;42.10753916;4;1;2;2021;50;19;7;3153.8628;3210;-56.1372;yes
2/22/2021;3192.857143;3225;3256.190476;23.60387377;39.77810267;42.44307528;45.10756618;46.72101976;45.71120375;38.21290103;0;1;2;2021;53;22;8;3096.8577;3170;-73.1423;no
2/23/2021;3190;3220.714286;3241.428571;25.16611478;74.00185883;61.29234454;57.31738782;62.73700428;54.35928198;49.66858758;1;1;2;2021;54;23;8;3320.7705;3470;-149.2295;no
2/24/2021;3230;3235;3245.238095;108.7811258;74.56400278;61.74210517;57.64710982;70.08678468;65.06045819;57.77809378;2;1;2;2021;55;24;8;3426.842;3480;-53.158;yes
2/25/2021;3267.142857;3252.142857;3250.47619;143.6099214;75.18986841;62.2149184;57.98787942;79.58714842;67.91812687;63.58736099;3;1;2;2021;56;25;8;3450.9163;3490;-39.0837;yes
2/26/2021;3307.142857;3266.428571;3261.428571;162.7589512;75.18986841;62.2149184;57.98787942;72.825978;60.47216145;56.36201377;4;1;2;2021;57;26;8;3518.3113;3490;28.3113;yes
3/1/2021;3355.714286;3280.714286;3266.666667;158.7300794;75.18986841;62.2149184;57.98787942;71.8655;60.47129485;60.56885069;0;1;3;2021;60;1;9;3578.217;3490;88.217;no
3/2/2021;3400;3295.714286;3278.571429;144.1064421;67.30098761;59.46145454;56.4115924;66.43551282;59.83068395;60.7104684;1;1;3;2021;61;2;9;3538.4429;3460;78.4429;no
3/3/2021;3435.714286;3314.285714;3295.238095;117.7365906;62.22331446;57.63028304;55.35822882;66.90920227;60.77834618;57.09263687;2;1;3;2021;62;3;9;3512.8054;3440;72.8054;no
3/4/2021;3474.285714;3332.142857;3305.238095;19.02379462;46.02019761;50.88050378;51.33243871;50.27311835;55.52168341;52.49919944;3;1;3;2021;63;4;9;3423.1917;3360;63.1917;no
3/5/2021;3458.571429;3344.285714;3309.52381;47.40906082;39.95150232;47.86204823;49.44467442;30.16699678;50.71660855;51.69983914;4;1;3;2021;64;5;9;3369.7844;3320;49.7844;yes
3/8/2021;3435.714286;3351.428571;3313.333333;69.00655593;44.24074492;49.47598287;50.40225884;18.57305983;54.21350572;51.72152867;0;1;3;2021;67;8;10;3403.8242;3340;63.8242;no
3/9/2021;3414.285714;3360.714286;3315.714286;72.53898788;36.61293581;45.66983131;48.01491156;21.51149261;54.35348581;49.83385466;1;1;3;2021;68;9;10;3295.133;3290;5.133;yes
3/10/2021;3385.714286;3370.714286;3315.714286;76.99721702;56.05853679;54.04562343;53.1418991;21.22422694;53.27115009;49.78305235;2;1;3;2021;69;10;10;3393.6636;3400;-6.3364;yes
